"YEAR","STATEFIP","st_percent_female_employed","st_percent_male_employed","st_sex_ratio_in_percent_employed","st_percent_female_in_labor_force","st_percent_male_in_labor_force","st_sex_ratio_in_percent_in_labor_force","st_percent_female_above_poverty_line","st_percent_male_above_poverty_line","st_sex_ratio_in_percent_above_poverty_line","st_percent_female_yes_high_school_diploma","st_percent_male_yes_high_school_diploma","st_sex_ratio_in_percent_yes_high_school_diploma","st_percent_female_yes_bachelors","st_percent_male_yes_bachelors","st_sex_ratio_in_percent_yes_bachelors","st_percent_white_childapl","st_percent_nonwhite_childapl","st_race_ratio_in_percent_childapl","st_percent_white_yes_high_school_diploma","st_percent_nonwhite_yes_high_school_diploma","st_race_ratio_in_percent_yes_high_school_diploma","st_median_white_household_income","st_median_nonwhite_household_income","st_race_ratio_in_household_income","st_percent_white_home","st_percent_nonwhite_home","st_race_ratio_home","st_percent_white_in_labor_force","st_percent_nonwhite_in_labor_force","st_race_ratio_in_percent_in_labor_force","st_percent_white_above_poverty_line","st_percent_nonwhite_above_poverty_line","st_race_ratio_in_percent_above_poverty_line","st_percent_male_occw","st_percent_female_occw","st_sex_ratio_in_percent_occw","st_percent_male_occp","st_percent_female_occp","st_sex_ratio_in_percent_occp","st_percent_male_occb","st_percent_female_occb","st_sex_ratio_in_percent_occb","st_percent_nonwhite_vote","st_percent_white_vote","st_race_ratio_in_percent_vote","st_percent_female_yes_literate","st_percent_male_yes_literate","st_sex_ratio_in_percent_yes_literate","st_percent_nonwhite_yes_literate","st_percent_white_yes_literate","st_race_ratio_in_percent_yes_literate","state_name","st_white_e0","st_nonwhite_e0","st_race_ratio_in_e0","st_white_e1","st_nonwhite_e1","st_race_ratio_in_e1","st_whitemale_e0","st_nonwhitemale_e0","st_race_ratio_within_males_in_e0","st_whitemale_e1","st_nonwhitemale_e1","st_race_ratio_within_males_in_e1","st_whitefemale_e0","st_nonwhitefemale_e0","st_race_ratio_within_females_in_e0","st_whitefemale_e1","st_nonwhitefemale_e1","st_race_ratio_within_females_in_e1","st_percent_white_occp","st_percent_nonwhite_occp","st_race_ratio_in_percent_occp","st_percent_white_occb","st_percent_nonwhite_occb","st_race_ratio_in_percent_occb","st_percent_white_occw","st_percent_nonwhite_occw","st_race_ratio_in_percent_occw","st_percent_white_employed","st_percent_nonwhite_employed","st_race_ratio_in_percent_employed"
2016,50,0.977,0.966,0.989,0.659,0.676,1.025,0.893,0.893,1,0.887,0.873,0.984,0.42,0.336,0.801,0.908,0.566,1.602,0.886,0.777,1.139,74112,47478,1.561,0.738,0.465,1.587,0.673,0.547,1.231,0.898,0.81,1.109,0.438,0.546,0.802,0.191,0.361,0.528,0.371,0.092,4.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276,0.351,0.786,0.229,0.188,1.22,0.495,0.461,1.073,0.972411155700684,0.959890604019165,1.01304376125336
2016,51,0.964,0.949,0.984,0.572,0.678,1.185,0.889,0.893,1.005,0.849,0.842,0.992,0.332,0.346,1.041,0.905,0.814,1.113,0.888,0.771,1.152,86782,61918,1.402,0.752,0.524,1.435,0.621,0.625,0.993,0.926,0.834,1.111,0.481,0.532,0.904,0.193,0.406,0.476,0.326,0.062,5.283,0.729,0.775,1.064,NA,NA,NA,NA,NA,NA,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247,0.385,0.642,0.178,0.232,0.767,0.575,0.383,1.5,0.95913416147232,0.953932523727417,1.00545287132263
2016,53,0.945,0.947,1.002,0.578,0.66,1.143,0.875,0.897,1.025,0.854,0.833,0.975,0.311,0.323,1.037,0.884,0.88,1.005,0.889,0.728,1.221,81450,62600,1.301,0.699,0.521,1.344,0.607,0.649,0.936,0.907,0.839,1.08,0.502,0.529,0.95,0.18,0.391,0.459,0.318,0.08,3.99,0.577,0.773,1.34,NA,NA,NA,NA,NA,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0.325,0.801,0.188,0.249,0.754,0.552,0.426,1.295,0.955645143985748,0.924674272537231,1.03349387645721
2016,54,0.929,0.926,0.996,0.463,0.569,1.228,0.841,0.87,1.034,0.833,0.804,0.964,0.206,0.181,0.877,0.874,0.916,0.953,0.823,0.77,1.068,53420,40582,1.316,0.776,0.444,1.749,0.514,0.516,0.996,0.861,0.779,1.105,0.328,0.44,0.746,0.207,0.493,0.419,0.465,0.067,6.962,0.64,0.601,0.94,NA,NA,NA,NA,NA,NA,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328,0.502,0.653,0.286,0.207,1.379,0.387,0.291,1.327,0.924576878547668,0.965376555919647,0.957737028598785
2016,55,0.961,0.939,0.978,0.625,0.695,1.113,0.871,0.901,1.035,0.869,0.857,0.986,0.24,0.213,0.888,0.897,0.826,1.086,0.885,0.766,1.155,73440,50029,1.468,0.756,0.44,1.72,0.659,0.659,1.001,0.91,0.802,1.134,0.37,0.443,0.837,0.154,0.461,0.335,0.475,0.096,4.931,0.741,0.774,1.045,NA,NA,NA,NA,NA,NA,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.279,0.399,0.699,0.289,0.314,0.921,0.432,0.288,1.502,0.954750180244446,0.928125023841858,1.02868700027466
2016,56,0.97,0.923,0.952,0.616,0.7,1.136,0.896,0.909,1.014,0.886,0.868,0.98,0.264,0.216,0.818,0.913,0.791,1.155,0.893,0.775,1.152,75804,58777,1.29,0.757,0.558,1.357,0.653,0.694,0.94,0.915,0.833,1.098,0.336,0.471,0.714,0.175,0.442,0.396,0.489,0.087,5.603,0.627,0.716,1.141,NA,NA,NA,NA,NA,NA,"Wyoming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291,0.36,0.808,0.297,0.321,0.926,0.412,0.319,1.292,0.949419736862183,0.922010660171509,1.02972745895386
2017,1,0.951,0.959,1.009,0.503,0.635,1.264,0.816,0.861,1.056,0.834,0.819,0.982,0.247,0.212,0.859,0.894,0.703,1.272,0.84,0.797,1.054,68128,42001,1.622,0.804,0.565,1.423,0.565,0.568,0.994,0.885,0.745,1.188,0.374,0.471,0.794,0.178,0.439,0.407,0.447,0.09,4.953,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266,0.373,0.715,0.266,0.313,0.852,0.467,0.314,1.486,0.97009015083313,0.923686683177948,1.05023717880249
2017,2,0.938,0.886,0.944,0.646,0.7,1.084,0.864,0.883,1.021,0.875,0.857,0.98,0.306,0.228,0.744,0.87,0.864,1.008,0.889,0.826,1.077,93785,65000,1.443,0.745,0.583,1.278,0.692,0.64,1.081,0.925,0.797,1.161,0.411,0.522,0.787,0.217,0.414,0.523,0.373,0.064,5.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241,0.45,0.536,0.218,0.231,0.943,0.541,0.319,1.694,0.939461290836334,0.864979684352875,1.08610796928406
2017,4,0.937,0.965,1.03,0.537,0.654,1.219,0.829,0.849,1.025,0.82,0.82,1.001,0.275,0.29,1.056,0.919,0.717,1.282,0.916,0.69,1.327,77086,50400,1.529,0.716,0.531,1.348,0.562,0.637,0.883,0.9,0.766,1.175,0.438,0.505,0.868,0.244,0.426,0.573,0.317,0.069,4.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276,0.392,0.705,0.133,0.285,0.467,0.59,0.322,1.831,0.960221350193024,0.941857755184174,1.01949715614319
2017,5,0.972,0.965,0.992,0.546,0.593,1.087,0.815,0.866,1.062,0.843,0.795,0.943,0.233,0.177,0.762,0.919,0.745,1.234,0.854,0.722,1.183,59949,43000,1.394,0.754,0.498,1.512,0.56,0.593,0.944,0.88,0.733,1.2,0.335,0.468,0.715,0.218,0.452,0.483,0.447,0.08,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307,0.412,0.746,0.255,0.285,0.898,0.437,0.304,1.441,0.971354007720947,0.960922002792358,1.0108562707901
2017,6,0.945,0.948,1.003,0.549,0.665,1.211,0.853,0.869,1.019,0.819,0.8,0.976,0.306,0.303,0.987,0.879,0.718,1.225,0.914,0.738,1.239,92500,70000,1.321,0.668,0.498,1.342,0.587,0.62,0.948,0.904,0.835,1.083,0.457,0.471,0.971,0.193,0.448,0.432,0.35,0.082,4.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234,0.361,0.648,0.152,0.274,0.555,0.614,0.365,1.682,0.951723277568817,0.943672597408295,1.0085312128067
2017,8,0.982,0.987,1.006,0.606,0.738,1.218,0.908,0.922,1.015,0.89,0.9,1.01,0.405,0.371,0.917,0.937,0.862,1.087,0.931,0.8,1.163,89706,69000,1.3,0.743,0.534,1.39,0.661,0.7,0.944,0.934,0.871,1.072,0.482,0.594,0.812,0.172,0.345,0.498,0.346,0.061,5.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224,0.319,0.704,0.165,0.341,0.485,0.61,0.34,1.793,0.989177107810974,0.974408388137817,1.01515662670135
2017,9,0.96,0.958,0.999,0.64,0.701,1.095,0.9,0.903,1.004,0.867,0.856,0.987,0.38,0.371,0.976,0.877,0.759,1.156,0.909,0.748,1.215,101006,66617,1.516,0.781,0.445,1.756,0.675,0.657,1.028,0.933,0.837,1.115,0.489,0.48,1.018,0.203,0.443,0.458,0.309,0.077,3.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283,0.417,0.679,0.165,0.267,0.62,0.552,0.317,1.742,0.966212391853333,0.942020118236542,1.02568125724792
2017,10,0.944,0.939,0.995,0.593,0.654,1.103,0.869,0.9,1.036,0.875,0.829,0.947,0.275,0.244,0.889,0.945,0.832,1.136,0.899,0.767,1.172,79693,55000,1.449,0.785,0.549,1.43,0.602,0.658,0.915,0.919,0.826,1.113,0.408,0.471,0.867,0.205,0.459,0.447,0.387,0.071,5.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294,0.398,0.738,0.214,0.254,0.841,0.492,0.348,1.416,0.948571085929871,0.93043702840805,1.01948988437653
2017,11,0.932,0.941,1.011,0.653,0.719,1.101,0.811,0.865,1.066,0.908,0.904,0.996,0.552,0.579,1.049,0.917,0.591,1.552,0.987,0.853,1.157,154500,52000,2.971,0.537,0.39,1.378,0.822,0.593,1.385,0.939,0.775,1.211,0.654,0.664,0.986,0.229,0.309,0.741,0.117,0.027,4.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,"District of Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,0.403,0.304,0.014,0.124,0.115,0.863,0.473,1.826,0.977846205234528,0.899830400943756,1.08670055866241
2017,12,0.953,0.96,1.007,0.55,0.645,1.173,0.854,0.888,1.039,0.869,0.856,0.985,0.291,0.276,0.947,0.91,0.742,1.226,0.909,0.798,1.139,70100,53000,1.323,0.742,0.524,1.416,0.567,0.635,0.893,0.911,0.82,1.111,0.436,0.473,0.922,0.214,0.46,0.465,0.35,0.067,5.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.397,0.707,0.2,0.229,0.873,0.519,0.374,1.388,0.960623323917389,0.952585875988007,1.00843751430511
2017,13,0.949,0.942,0.993,0.574,0.689,1.199,0.833,0.861,1.034,0.846,0.83,0.981,0.291,0.303,1.042,0.868,0.757,1.146,0.892,0.775,1.152,80100,50000,1.602,0.789,0.5,1.578,0.624,0.634,0.984,0.906,0.781,1.16,0.432,0.491,0.881,0.204,0.417,0.489,0.364,0.092,3.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249,0.372,0.67,0.192,0.284,0.677,0.559,0.344,1.623,0.969394505023956,0.918738722801208,1.05513620376587
2017,15,0.973,0.97,0.997,0.587,0.682,1.161,0.9,0.915,1.018,0.887,0.897,1.011,0.326,0.288,0.885,0.899,0.858,1.047,0.962,0.874,1.101,87000,90200,0.965,0.52,0.597,0.872,0.615,0.637,0.965,0.925,0.903,1.024,0.391,0.474,0.824,0.256,0.453,0.564,0.354,0.073,4.847,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209,0.385,0.544,0.132,0.238,0.556,0.659,0.377,1.746,0.981677293777466,0.969911336898804,1.01213097572327
2017,16,0.967,0.945,0.978,0.554,0.655,1.183,0.884,0.893,1.01,0.867,0.841,0.97,0.257,0.259,1.01,0.945,0.887,1.066,0.885,0.693,1.277,67176,52286,1.285,0.728,0.517,1.407,0.59,0.675,0.875,0.9,0.836,1.077,0.42,0.437,0.961,0.187,0.456,0.41,0.393,0.107,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Idaho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.32,0.968,0.237,0.369,0.642,0.453,0.31,1.459,0.957447052001953,0.947114050388336,1.01091003417969
2017,17,0.947,0.951,1.005,0.592,0.68,1.148,0.863,0.896,1.038,0.874,0.864,0.989,0.343,0.321,0.938,0.926,0.757,1.223,0.921,0.778,1.184,89100,60514,1.472,0.759,0.524,1.449,0.644,0.619,1.04,0.923,0.81,1.139,0.447,0.498,0.897,0.202,0.404,0.501,0.351,0.098,3.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269,0.354,0.76,0.196,0.29,0.676,0.535,0.356,1.503,0.957277476787567,0.934240579605103,1.02465844154358
2017,18,0.969,0.95,0.981,0.574,0.694,1.209,0.862,0.902,1.047,0.847,0.839,0.991,0.293,0.234,0.796,0.927,0.786,1.178,0.857,0.776,1.105,76797,48053,1.598,0.77,0.547,1.407,0.628,0.645,0.974,0.903,0.79,1.143,0.367,0.516,0.711,0.205,0.402,0.511,0.428,0.082,5.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,0.418,0.655,0.259,0.281,0.92,0.468,0.301,1.554,0.965654015541077,0.930034577846527,1.03829908370972
2017,19,0.97,0.94,0.97,0.635,0.734,1.156,0.893,0.912,1.02,0.905,0.874,0.966,0.306,0.266,0.869,0.927,0.932,0.994,0.91,0.739,1.231,75200,54003,1.393,0.77,0.526,1.462,0.68,0.711,0.956,0.916,0.817,1.122,0.389,0.505,0.772,0.178,0.416,0.426,0.433,0.079,5.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289,0.301,0.957,0.25,0.385,0.65,0.461,0.314,1.471,0.96520185470581,0.875360727310181,1.10263323783875
2017,20,0.959,0.96,1.001,0.604,0.708,1.173,0.889,0.887,0.998,0.855,0.858,1.004,0.316,0.27,0.854,0.964,0.854,1.129,0.9,0.713,1.262,75000,54071,1.387,0.752,0.517,1.454,0.658,0.645,1.02,0.922,0.793,1.162,0.386,0.482,0.8,0.192,0.435,0.442,0.422,0.082,5.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,0.34,0.876,0.235,0.354,0.663,0.467,0.306,1.528,0.967352330684662,0.933260679244995,1.03652966022491
2017,21,0.964,0.928,0.962,0.545,0.662,1.215,0.828,0.868,1.049,0.843,0.797,0.945,0.229,0.205,0.898,0.879,0.75,1.171,0.835,0.736,1.134,60513,43000,1.407,0.747,0.385,1.94,0.595,0.64,0.929,0.866,0.751,1.154,0.36,0.458,0.787,0.196,0.446,0.44,0.443,0.096,4.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292,0.431,0.678,0.264,0.375,0.704,0.444,0.194,2.285,0.949471592903137,0.92259806394577,1.029128074646
2017,22,0.946,0.925,0.978,0.516,0.637,1.234,0.776,0.823,1.06,0.81,0.786,0.971,0.226,0.211,0.936,0.851,0.675,1.26,0.842,0.731,1.153,68430,37216,1.839,0.776,0.557,1.393,0.575,0.568,1.013,0.858,0.714,1.201,0.375,0.469,0.8,0.187,0.481,0.39,0.438,0.051,8.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,0.416,0.657,0.244,0.263,0.929,0.482,0.321,1.503,0.950358510017395,0.912792921066284,1.04115450382233
2017,23,0.958,0.968,1.01,0.578,0.677,1.17,0.856,0.891,1.041,0.89,0.87,0.978,0.286,0.284,0.993,0.906,0.827,1.096,0.89,0.757,1.175,67025,46361,1.446,0.777,0.469,1.659,0.626,0.633,0.989,0.889,0.695,1.278,0.406,0.541,0.751,0.19,0.384,0.496,0.403,0.075,5.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264,0.551,0.479,0.254,0.137,1.849,0.482,0.312,1.546,0.971449553966522,0.852239847183228,1.13987815380096
2017,24,0.955,0.946,0.99,0.63,0.712,1.129,0.919,0.939,1.022,0.878,0.868,0.989,0.375,0.378,1.008,0.932,0.815,1.144,0.909,0.83,1.095,109876,71800,1.53,0.787,0.558,1.41,0.666,0.672,0.992,0.967,0.886,1.091,0.478,0.545,0.877,0.231,0.42,0.549,0.291,0.035,8.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247,0.422,0.584,0.131,0.2,0.658,0.622,0.378,1.646,0.961000025272369,0.93928188085556,1.02312207221985
2017,25,0.967,0.942,0.974,0.611,0.708,1.157,0.886,0.923,1.042,0.893,0.878,0.983,0.422,0.41,0.97,0.948,0.809,1.172,0.915,0.803,1.139,106059,64555,1.643,0.754,0.407,1.854,0.667,0.632,1.054,0.939,0.816,1.152,0.525,0.556,0.943,0.196,0.39,0.502,0.28,0.054,5.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264,0.365,0.723,0.158,0.207,0.765,0.578,0.428,1.349,0.967311918735504,0.913493037223816,1.0589154958725
2017,26,0.953,0.952,0.999,0.558,0.658,1.178,0.876,0.904,1.032,0.881,0.876,0.995,0.313,0.265,0.849,0.942,0.774,1.217,0.895,0.822,1.09,75354,51259,1.47,0.827,0.515,1.606,0.615,0.578,1.066,0.919,0.798,1.152,0.399,0.524,0.761,0.197,0.378,0.522,0.404,0.098,4.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271,0.324,0.836,0.248,0.303,0.818,0.481,0.373,1.291,0.960681080818176,0.922968924045563,1.04085958003998
2017,27,0.964,0.953,0.988,0.646,0.736,1.14,0.896,0.931,1.038,0.873,0.852,0.976,0.325,0.289,0.889,0.977,0.736,1.328,0.898,0.698,1.286,86950,65500,1.327,0.836,0.442,1.89,0.68,0.734,0.926,0.935,0.825,1.134,0.453,0.511,0.887,0.191,0.416,0.459,0.356,0.074,4.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,0.412,0.664,0.207,0.28,0.739,0.52,0.308,1.686,0.962012588977814,0.942200779914856,1.02102720737457
2017,28,0.951,0.951,1,0.504,0.609,1.208,0.773,0.806,1.043,0.846,0.804,0.951,0.208,0.17,0.817,0.926,0.749,1.237,0.865,0.768,1.126,67261,30602,2.198,0.82,0.582,1.41,0.558,0.547,1.021,0.892,0.647,1.378,0.311,0.449,0.694,0.193,0.466,0.413,0.496,0.085,5.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,0.432,0.585,0.294,0.309,0.95,0.454,0.259,1.75,0.959872961044312,0.938921868801117,1.02231395244598
2017,29,0.973,0.96,0.987,0.581,0.662,1.14,0.839,0.904,1.077,0.85,0.838,0.986,0.295,0.241,0.816,0.876,0.812,1.079,0.857,0.792,1.082,64800,60004,1.08,0.743,0.484,1.535,0.612,0.647,0.945,0.883,0.822,1.074,0.406,0.446,0.909,0.18,0.459,0.392,0.414,0.094,4.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299,0.4,0.749,0.265,0.212,1.247,0.436,0.388,1.123,0.971793353557587,0.945877254009247,1.02739906311035
2017,30,0.969,0.947,0.977,0.567,0.666,1.175,0.875,0.89,1.018,0.898,0.896,0.998,0.303,0.293,0.968,0.913,0.791,1.155,0.908,0.781,1.163,67696,55000,1.231,0.707,0.517,1.366,0.617,0.612,1.007,0.892,0.803,1.111,0.42,0.497,0.847,0.211,0.435,0.485,0.369,0.069,5.361,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,0.436,0.695,0.227,0.268,0.846,0.471,0.297,1.587,0.962779998779297,0.900221347808838,1.06949257850647
2017,31,0.983,0.975,0.991,0.615,0.743,1.208,0.898,0.911,1.014,0.859,0.873,1.016,0.298,0.308,1.035,0.903,0.827,1.092,0.904,0.696,1.299,81153,50548,1.605,0.748,0.456,1.642,0.677,0.678,0.999,0.931,0.809,1.152,0.391,0.463,0.844,0.17,0.423,0.401,0.439,0.114,3.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285,0.297,0.962,0.26,0.412,0.63,0.455,0.291,1.564,0.982133150100708,0.963890254497528,1.01892626285553
2017,32,0.97,0.945,0.975,0.52,0.651,1.252,0.889,0.908,1.022,0.855,0.851,0.996,0.204,0.214,1.05,0.932,0.903,1.033,0.9,0.794,1.133,71694,62500,1.147,0.653,0.446,1.464,0.535,0.647,0.828,0.926,0.869,1.066,0.359,0.429,0.836,0.303,0.511,0.594,0.338,0.06,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315,0.485,0.65,0.19,0.235,0.809,0.495,0.28,1.766,0.971335113048553,0.941199898719788,1.032017827034
2017,33,0.975,0.966,0.991,0.629,0.727,1.156,0.926,0.947,1.023,0.9,0.886,0.985,0.342,0.36,1.053,0.932,0.906,1.028,0.903,0.757,1.193,94605,66603,1.42,0.786,0.505,1.556,0.677,0.669,1.012,0.937,0.931,1.006,0.457,0.54,0.848,0.177,0.39,0.454,0.365,0.07,5.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274,0.34,0.806,0.225,0.23,0.976,0.501,0.43,1.167,0.970803081989288,0.964971840381622,1.00604295730591
2017,34,0.953,0.967,1.014,0.562,0.681,1.212,0.89,0.924,1.038,0.89,0.881,0.989,0.377,0.366,0.972,0.914,0.775,1.179,0.926,0.826,1.12,100150,69640,1.438,0.797,0.469,1.699,0.611,0.631,0.967,0.94,0.859,1.094,0.509,0.54,0.943,0.208,0.395,0.526,0.284,0.065,4.334,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259,0.349,0.743,0.152,0.224,0.68,0.589,0.428,1.377,0.965400576591492,0.953543841838837,1.01243436336517
2017,35,0.933,0.905,0.97,0.522,0.63,1.207,0.809,0.835,1.032,0.823,0.809,0.984,0.258,0.215,0.831,0.945,0.856,1.105,0.921,0.745,1.237,68933,46035,1.497,0.721,0.647,1.114,0.581,0.569,1.021,0.894,0.78,1.146,0.397,0.496,0.801,0.23,0.457,0.503,0.373,0.047,7.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251,0.397,0.631,0.176,0.248,0.712,0.573,0.355,1.614,0.935047566890717,0.908052444458008,1.02972865104675
2017,36,0.965,0.948,0.982,0.546,0.653,1.195,0.871,0.892,1.025,0.849,0.845,0.995,0.351,0.339,0.968,0.917,0.78,1.176,0.907,0.762,1.19,84687,61000,1.388,0.704,0.373,1.886,0.597,0.597,1,0.921,0.829,1.111,0.456,0.518,0.88,0.253,0.436,0.58,0.29,0.045,6.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284,0.422,0.674,0.161,0.189,0.851,0.555,0.389,1.426,0.967034161090851,0.940748691558838,1.02794098854065
2017,37,0.96,0.944,0.983,0.552,0.654,1.183,0.853,0.877,1.029,0.85,0.834,0.981,0.304,0.278,0.915,0.901,0.789,1.142,0.882,0.77,1.145,75278,50016,1.505,0.781,0.539,1.449,0.597,0.607,0.983,0.896,0.814,1.1,0.416,0.496,0.839,0.178,0.409,0.436,0.406,0.095,4.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261,0.343,0.761,0.225,0.307,0.732,0.514,0.35,1.469,0.962131559848785,0.935142397880554,1.0288610458374
